Job,Skills
Database Administrator,"MongoDB, MySQL, PostgreSQL, SQL, NoSQL, Database Optimization"
Security Engineer,"Penetration Testing, Encryption, Cybersecurity, Firewalls, SIEM"
Scrum Master,"Scrum, Agile, Retrospectives"
Big Data Analyst,"Data Visualization, SQL, Spark, Hive"
UI/UX Designer,"Wireframing, Adobe XD, Prototyping, Sketch, Figma"
Product Manager,"Roadmapping, Agile, JIRA, Market Research"
Salesforce Developer,"Integration, SOQL, Lightning Components, Salesforce CRM, Visualforce"
Database Administrator,"Database Optimization, NoSQL, PostgreSQL, MySQL"
DevOps Engineer,"Docker, CI/CD, Linux"
DevOps Engineer,"Jenkins, Docker, Kubernetes"
Business Analyst,"Requirements Gathering, UML, Process Modeling, Stakeholder Management"
Game Developer,"Unreal Engine, C++, 3D Modeling, Game Physics, C#"
Business Analyst,"Stakeholder Management, Data Analysis, Process Modeling, UML"
Product Manager,"Market Research, Roadmapping, Scrum, Product Lifecycle, JIRA, Agile"
Business Analyst,"UML, Process Modeling, Data Analysis, Stakeholder Management, Requirements Gathering"
Frontend Developer,"React, Angular, Vue.js, CSS, JavaScript, HTML"
Network Engineer,"Cisco, Network Protocols, Routing, Firewalls"
Cloud Architect,"Docker, Azure, AWS, Google Cloud, Kubernetes"
IT Support Specialist,"Software, Hardware, Ticketing Systems"
Systems Analyst,"Data Flow Diagrams, Requirements Gathering, UML, Process Modeling, System Design"
Cloud Architect,"Kubernetes, Azure, Google Cloud, AWS, Terraform, Docker"
Blockchain Developer,"Solidity, Blockchain Protocols, Cryptography"
Cloud Architect,"Terraform, Docker, Kubernetes, Azure"
Systems Analyst,"Requirements Gathering, Process Modeling, Data Flow Diagrams, UML, System Design"
UI/UX Designer,"Sketch, User Research, Adobe XD, Figma, Wireframing"
Embedded Systems Engineer,"Hardware Debugging, C++, Embedded Linux"
Backend Developer,"Spring Boot, Java, Python, Django"
Database Administrator,"NoSQL, MongoDB, PostgreSQL, SQL"
Salesforce Developer,"Lightning Components, Integration, Apex, Visualforce"
Data Engineer,"Python, Hadoop, ETL, SQL"
Embedded Systems Engineer,"Embedded Linux, RTOS, Hardware Debugging, C++"
Cybersecurity Analyst,"Incident Response, Threat Hunting, Penetration Testing, Firewalls, SIEM, Encryption"
Solution Architect,"APIs, Cloud Architecture, Security, Scalability"
ERP Consultant,"Business Process Modeling, ERP Implementation, SAP, Data Migration, Oracle ERP"
Digital Marketing Specialist,"Content Marketing, SEO, Email Marketing, Social Media Marketing"
Digital Marketing Specialist,"Google Analytics, Email Marketing, SEO, Social Media Marketing"
Full Stack Developer,"HTML, Python, CSS, JavaScript"
Data Scientist,"Machine Learning, SQL, Pandas, Python"
Cybersecurity Analyst,"Firewalls, Incident Response, Threat Hunting, Encryption, SIEM, Penetration Testing"
Data Engineer,"Python, Hadoop, Apache Spark, ETL, SQL, Data Warehousing"
AI Research Scientist,"Python, Machine Learning, Natural Language Processing, Reinforcement Learning, Deep Learning"
UI/UX Designer,"User Research, Sketch, Wireframing"
Big Data Analyst,"Python, SQL, Hadoop"
IT Support Specialist,"Ticketing Systems, Customer Service, Hardware, Networking"
Cybersecurity Analyst,"Penetration Testing, Firewalls, Encryption, SIEM, Incident Response, Threat Hunting"
Backend Developer,"SQL, Python, Django"
Big Data Analyst,"Hive, Spark, Data Visualization, SQL, Python, Hadoop"
Cloud Architect,"Terraform, Azure, Google Cloud, Docker, Kubernetes, AWS"
Systems Analyst,"UML, Process Modeling, Data Flow Diagrams, Requirements Gathering"
Product Manager,"Agile, Product Lifecycle, Scrum, Market Research, Roadmapping, JIRA"
Mobile App Developer,"React Native, Android Studio, Kotlin, Swift, Flutter"
Embedded Systems Engineer,"Microcontrollers, C++, RTOS, C, Embedded Linux"
Systems Analyst,"Process Modeling, UML, System Design, Data Flow Diagrams"
Cybersecurity Analyst,"Penetration Testing, Firewalls, Encryption, SIEM"
Blockchain Developer,"Blockchain Protocols, Ethereum, Smart Contracts, Cryptography"
Systems Analyst,"Data Flow Diagrams, Requirements Gathering, System Design, Process Modeling, UML"
Cybersecurity Analyst,"Firewalls, Incident Response, SIEM"
Business Analyst,"Requirements Gathering, Process Modeling, Data Analysis"
IT Support Specialist,"Ticketing Systems, Networking, Hardware"
Game Developer,"C++, 3D Modeling, Unreal Engine, C#, Unity"
DevOps Engineer,"Kubernetes, Linux, AWS, Docker, Jenkins"
Game Developer,"Unreal Engine, C++, 3D Modeling, Unity, Game Physics"
Frontend Developer,"React, Vue.js, Angular"
Backend Developer,"Spring Boot, Django, Node.js"
Database Administrator,"NoSQL, Database Optimization, MySQL"
Scrum Master,"Retrospectives, Scrum, JIRA, Agile"
Product Manager,"Agile, Roadmapping, Product Lifecycle"
Data Scientist,"Machine Learning, R, Data Visualization, SQL, Pandas, Python"
Technical Writer,"API Documentation, Content Management Systems, Markdown, Git, Technical Documentation"
IT Support Specialist,"Networking, Software, Customer Service, Ticketing Systems"
Cloud Architect,"Docker, Google Cloud, Terraform, Azure, AWS, Kubernetes"
Scrum Master,"Retrospectives, Sprint Planning, Agile"
Full Stack Developer,"CSS, JavaScript, Node.js, Python, React"
Frontend Developer,"React, HTML, Vue.js, JavaScript, Angular"
Data Engineer,"Data Warehousing, ETL, Python, Apache Spark, Hadoop"
Business Analyst,"Requirements Gathering, Process Modeling, UML"
Cloud Architect,"Azure, Google Cloud, Docker, AWS, Kubernetes"
Technical Writer,"Markdown, Git, Content Management Systems"
Business Analyst,"Process Modeling, UML, Requirements Gathering, Data Analysis, Stakeholder Management"
Blockchain Developer,"Blockchain Protocols, Cryptography, Solidity"
Solution Architect,"APIs, System Design, Scalability"
Database Administrator,"SQL, PostgreSQL, MongoDB, MySQL, Database Optimization"
Embedded Systems Engineer,"C++, RTOS, Hardware Debugging, C, Embedded Linux, Microcontrollers"
Big Data Analyst,"Data Visualization, Hive, Hadoop, SQL, Spark"
Salesforce Developer,"Integration, Apex, Visualforce, SOQL"
Systems Analyst,"Data Flow Diagrams, Requirements Gathering, Process Modeling, System Design"
Data Engineer,"Data Warehousing, Apache Spark, Python, ETL, SQL, Hadoop"
ERP Consultant,"ERP Implementation, Customization, SAP, Oracle ERP, Business Process Modeling"
Data Scientist,"Data Visualization, Python, R, SQL, Machine Learning, Pandas"
ML Engineer,"NumPy, PyTorch, Python, Pandas, Scikit-learn, TensorFlow"
Data Scientist,"SQL, Machine Learning, R, Pandas, Data Visualization, Python"
Full Stack Developer,"React, JavaScript, CSS"
QA Engineer,"JIRA, Manual Testing, Automated Testing, Selenium"
Digital Marketing Specialist,"Email Marketing, Content Marketing, SEM"
Database Administrator,"SQL, PostgreSQL, MongoDB"
IT Support Specialist,"Troubleshooting, Software, Ticketing Systems, Networking, Hardware, Customer Service"
Product Manager,"Roadmapping, JIRA, Market Research, Product Lifecycle, Agile"
Frontend Developer,"Vue.js, CSS, Angular, HTML"
Network Engineer,"Routing, Switching, Network Protocols"
Digital Marketing Specialist,"SEO, Content Marketing, Google Analytics, SEM, Email Marketing"
Backend Developer,"SQL, Spring Boot, Java"
Solution Architect,"Security, Microservices, APIs, System Design, Cloud Architecture"
Digital Marketing Specialist,"Google Analytics, Email Marketing, SEM, Content Marketing, Social Media Marketing"
Big Data Analyst,"Hadoop, Hive, Python, SQL"
Technical Writer,"Content Management Systems, Markdown, Technical Documentation, Git, API Documentation"
AI Research Scientist,"Deep Learning, Natural Language Processing, Machine Learning, Reinforcement Learning"
Systems Analyst,"Requirements Gathering, Data Flow Diagrams, Process Modeling, UML"
AI Research Scientist,"Reinforcement Learning, Machine Learning, Python, Natural Language Processing, Deep Learning"
Cloud Architect,"Google Cloud, Azure, AWS"
Solution Architect,"APIs, Microservices, System Design, Scalability, Cloud Architecture, Security"
DevOps Engineer,"AWS, Jenkins, Kubernetes, Linux, Docker"
Game Developer,"C#, 3D Modeling, Unity, C++"
UI/UX Designer,"Sketch, Figma, User Research, Prototyping, Adobe XD"
Cloud Architect,"Docker, AWS, Azure"
DevOps Engineer,"AWS, Jenkins, Linux"
Backend Developer,"Node.js, Spring Boot, Django"
Frontend Developer,"Vue.js, HTML, Angular, React, JavaScript"
Business Analyst,"Process Modeling, Data Analysis, Requirements Gathering"
Cybersecurity Analyst,"Firewalls, SIEM, Incident Response, Penetration Testing"
Embedded Systems Engineer,"C, Embedded Linux, RTOS"
ERP Consultant,"Business Process Modeling, Data Migration, SAP, Oracle ERP, ERP Implementation, Customization"
QA Engineer,"JIRA, Automated Testing, Manual Testing"
IT Support Specialist,"Ticketing Systems, Customer Service, Networking, Software"
Product Manager,"Market Research, Product Lifecycle, Agile, JIRA, Roadmapping, Scrum"
Solution Architect,"System Design, Cloud Architecture, Scalability, Microservices, APIs"
Business Analyst,"Process Modeling, Requirements Gathering, Data Analysis"
Cybersecurity Analyst,"Threat Hunting, SIEM, Incident Response, Encryption, Firewalls, Penetration Testing"
Scrum Master,"Scrum, Sprint Planning, JIRA, Retrospectives, Agile"
UI/UX Designer,"Sketch, Figma, Wireframing, Prototyping, Adobe XD, User Research"
Product Manager,"Roadmapping, Product Lifecycle, Scrum, Market Research, JIRA"
Technical Writer,"Technical Documentation, Markdown, Git, API Documentation"
Data Engineer,"Python, Hadoop, ETL, Data Warehousing"
Game Developer,"Unreal Engine, C#, Game Physics"
Embedded Systems Engineer,"Hardware Debugging, C++, Embedded Linux, RTOS"
AI Research Scientist,"Deep Learning, Python, Reinforcement Learning, Natural Language Processing, Machine Learning"
Salesforce Developer,"Integration, SOQL, Visualforce, Apex"
Big Data Analyst,"SQL, Python, Data Visualization, Hadoop, Hive"
Product Manager,"Market Research, Scrum, Roadmapping, Agile, Product Lifecycle"
Frontend Developer,"JavaScript, CSS, Angular, Vue.js, React, HTML"
Data Scientist,"Machine Learning, Python, Data Visualization, SQL"
Database Administrator,"SQL, PostgreSQL, MongoDB, NoSQL"
Digital Marketing Specialist,"Content Marketing, Email Marketing, Social Media Marketing, SEO, SEM"
IT Support Specialist,"Networking, Customer Service, Troubleshooting, Hardware, Ticketing Systems"
Digital Marketing Specialist,"SEM, Google Analytics, Email Marketing, SEO, Content Marketing, Social Media Marketing"
Business Analyst,"Process Modeling, Requirements Gathering, UML, Stakeholder Management"
AI Research Scientist,"Python, Natural Language Processing, Reinforcement Learning, Machine Learning, Deep Learning"
Systems Analyst,"System Design, Process Modeling, Requirements Gathering, UML, Data Flow Diagrams"
Business Analyst,"Stakeholder Management, UML, Requirements Gathering, Process Modeling, Data Analysis"
Solution Architect,"APIs, System Design, Scalability, Cloud Architecture"
Data Engineer,"Apache Spark, ETL, SQL, Python, Hadoop, Data Warehousing"
Database Administrator,"PostgreSQL, SQL, MongoDB"
DevOps Engineer,"Jenkins, Linux, Kubernetes, AWS, CI/CD, Docker"
Data Scientist,"Data Visualization, Python, R, SQL, Machine Learning"
Digital Marketing Specialist,"Google Analytics, Email Marketing, Content Marketing, Social Media Marketing"
Salesforce Developer,"Salesforce CRM, Lightning Components, Visualforce, Integration, SOQL, Apex"
Full Stack Developer,"React, Python, CSS"
Technical Writer,"Markdown, Content Management Systems, API Documentation"
Mobile App Developer,"Android Studio, Swift, Flutter, React Native, Kotlin"
Security Engineer,"SIEM, Firewalls, Cybersecurity, Encryption, Penetration Testing"
Cybersecurity Analyst,"Threat Hunting, Penetration Testing, Incident Response, Firewalls"
QA Engineer,"Manual Testing, Selenium, Test Cases, JIRA"
Big Data Analyst,"Hive, Data Visualization, Spark, Hadoop"
Backend Developer,"Spring Boot, Django, Python, Java, Node.js, SQL"
QA Engineer,"JIRA, Manual Testing, Test Cases, Automated Testing, Selenium"
Frontend Developer,"Angular, CSS, JavaScript"
Game Developer,"C#, Unity, C++, Game Physics"
Big Data Analyst,"Spark, Hadoop, SQL, Data Visualization, Hive"
ERP Consultant,"Customization, Data Migration, ERP Implementation"
Security Engineer,"Firewalls, Penetration Testing, Cybersecurity"
Mobile App Developer,"React Native, Flutter, Kotlin"
Product Manager,"JIRA, Agile, Product Lifecycle, Market Research, Scrum, Roadmapping"
Mobile App Developer,"Xcode, Swift, Flutter, Android Studio, Kotlin"
Cloud Architect,"Google Cloud, Azure, AWS, Kubernetes"
Network Engineer,"Switching, Routing, Cisco, VPN, Firewalls"
Cloud Architect,"Docker, Kubernetes, Azure, Terraform, AWS, Google Cloud"
Data Scientist,"R, Pandas, Python"
Salesforce Developer,"Salesforce CRM, Apex, Lightning Components, SOQL, Integration"
Frontend Developer,"HTML, CSS, JavaScript, Angular, React"
Embedded Systems Engineer,"RTOS, C, Embedded Linux, Hardware Debugging, C++, Microcontrollers"
Data Engineer,"Data Warehousing, Python, Hadoop, SQL"
Cybersecurity Analyst,"Penetration Testing, Incident Response, Firewalls"
Blockchain Developer,"Blockchain Protocols, Solidity, Cryptography, Ethereum, Smart Contracts"
QA Engineer,"Automated Testing, Selenium, JIRA"
Salesforce Developer,"SOQL, Lightning Components, Salesforce CRM, Integration"
Full Stack Developer,"HTML, Node.js, Python, JavaScript, CSS"
Cloud Architect,"Azure, Google Cloud, Terraform, Kubernetes, Docker"
Security Engineer,"Network Security, Firewalls, Cybersecurity, SIEM, Penetration Testing, Encryption"
Solution Architect,"Cloud Architecture, Scalability, Microservices, System Design, APIs, Security"
Full Stack Developer,"JavaScript, Node.js, HTML, CSS, React, Python"
Salesforce Developer,"Visualforce, Lightning Components, Apex, Integration"
Solution Architect,"Microservices, Scalability, System Design, Security, Cloud Architecture, APIs"
Business Analyst,"Data Analysis, Process Modeling, UML, Stakeholder Management"
Frontend Developer,"React, CSS, Vue.js, HTML"
Network Engineer,"Cisco, Routing, VPN, Switching, Firewalls, Network Protocols"
Data Scientist,"Pandas, R, SQL"
Backend Developer,"SQL, Django, Python, Spring Boot"
Database Administrator,"Database Optimization, SQL, NoSQL, MongoDB, MySQL"
Salesforce Developer,"Apex, Salesforce CRM, SOQL"
Data Engineer,"Python, Data Warehousing, Apache Spark, SQL, ETL"
Mobile App Developer,"Xcode, Android Studio, Flutter, React Native"
Systems Analyst,"System Design, UML, Process Modeling, Data Flow Diagrams, Requirements Gathering"
ML Engineer,"Pandas, NumPy, Scikit-learn, TensorFlow, Python, PyTorch"
Mobile App Developer,"Android Studio, Xcode, Flutter, Swift"
Frontend Developer,"JavaScript, Vue.js, Angular"
Backend Developer,"SQL, Python, Java, Node.js, Spring Boot, Django"
QA Engineer,"Automated Testing, JIRA, Manual Testing, Selenium, Bug Tracking, Test Cases"
Technical Writer,"API Documentation, Git, Markdown, Technical Documentation, Content Management Systems"
UI/UX Designer,"Prototyping, User Research, Figma"
Mobile App Developer,"Swift, React Native, Kotlin"
Database Administrator,"PostgreSQL, NoSQL, Database Optimization, MySQL, SQL"
DevOps Engineer,"Linux, CI/CD, Docker, Jenkins, AWS, Kubernetes"
Full Stack Developer,"React, HTML, CSS"
QA Engineer,"Automated Testing, JIRA, Bug Tracking"
Frontend Developer,"HTML, CSS, JavaScript, Vue.js"
ERP Consultant,"Customization, SAP, Data Migration"
Digital Marketing Specialist,"Social Media Marketing, Google Analytics, SEM, Content Marketing, SEO, Email Marketing"
Business Analyst,"Process Modeling, UML, Requirements Gathering, Stakeholder Management, Data Analysis"
Mobile App Developer,"Kotlin, Swift, React Native, Xcode, Flutter, Android Studio"
IT Support Specialist,"Networking, Hardware, Software"
Cybersecurity Analyst,"Encryption, SIEM, Incident Response"
Game Developer,"Unreal Engine, Unity, C++, C#"
Digital Marketing Specialist,"Email Marketing, Content Marketing, Google Analytics, SEO, SEM, Social Media Marketing"
Product Manager,"Market Research, Scrum, Product Lifecycle, JIRA, Agile"
Scrum Master,"JIRA, Retrospectives, Agile, Scrum, Sprint Planning, Team Facilitation"
Embedded Systems Engineer,"C++, Hardware Debugging, C, Microcontrollers"
Data Scientist,"Machine Learning, Python, Pandas"
